Customer Name,Year of Birth,Customer Gender,Customer Email,Customer City,Sales Employee,Sales Channel,Ad Media,Product ID,Order Date,Delivery Date,Invoice Date,Sales Amount,Cash Collected,Outstanding Amount,Overdue
Gregory Petersen,1997,Male,stephenwilliams@example.org,C02,E01,Online,KOL,P04,7/9/2021,7/26/2021,7/9/2021,16879.2,1479.05,13811.55,No
Jason Walter,1966,Male,mccoykristina@example.net,C02,E08,In-store,KOL,P01,7/5/2020,7/18/2020,7/5/2020,19549.61,19265.52,0,Yes
Margaret Meyers,2001,Male,dlopez@example.org,C02,E02,Distributors,TV,P01,5/8/2018,5/10/2018,5/8/2018,25303.31,4359.34,5579.15,No
Kristi Oliver,1998,Male,scott88@example.com,C01,E02,Distributors,KOL,P02,10/10/2023,10/20/2023,10/10/2023,25949.56,3427.16,7930.23,No
Brett Giles,2003,Female,schultzsteven@example.org,C01,E01,Online,TV,P04,10/1/2023,10/15/2023,10/1/2023,19653.88,1200.36,7582.15,No
Brianna Howard,1990,Male,christopher76@example.com,C01,E07,Online,Social Media,P02,6/27/2022,6/29/2022,6/27/2022,28218.84,26913.85,0,No
Katie Davis,2003,Male,nparsons@example.com,C03,E04,Online,Social Media,P04,10/5/2019,10/11/2019,10/5/2019,21894.74,1676.39,11655.83,No
Juan Gomez,1977,Male,erinramirez@example.net,C01,E03,In-store,Email,P03,12/31/2022,1/13/2023,12/31/2022,30057.71,3826.12,11589.35,No
Cheryl Peterson,1975,Female,margarethenderson@example.net,C03,E04,Distributors,Social Media,P03,3/21/2020,3/28/2020,3/21/2020,36601.93,1089.56,17822.24,Yes
Dr. Christopher Mcclure,1968,Male,willisandrea@example.com,C02,E02,Online,Social Media,P02,5/28/2018,6/4/2018,5/28/2018,30538.87,3578.24,12000.09,No
Mike Gonzalez,1997,Male,wfoster@example.org,C02,E04,Online,KOL,P03,3/28/2021,4/15/2021,3/28/2021,34941.21,795,15302.74,Yes
Steven Russell,2000,Female,kirsteningram@example.net,C03,E03,In-store,Social Media,P01,1/17/2022,2/10/2022,1/17/2022,26958.28,2802.43,6624.3,No
Matthew Kennedy,1979,Female,colleenfry@example.net,C02,E01,In-store,KOL,P04,12/12/2021,12/20/2021,12/12/2021,18717.41,4828.01,12288.67,Yes
Cynthia Harrison,1989,Female,grivera@example.net,C02,E04,Online,TV,P02,4/11/2022,4/21/2022,4/11/2022,29517.09,3495.69,20673.37,Yes
Shannon Hood,1987,Female,wendy48@example.com,C01,E02,Online,TV,P02,9/6/2018,9/20/2018,9/6/2018,29020.35,434.29,28506.67,No
Tracey Morris,1999,Male,leeroger@example.org,C03,E06,In-store,KOL,P03,4/16/2018,4/22/2018,4/16/2018,36718.43,28293.09,0,No
Hannah Brooks,1988,Male,zliu@example.com,C02,E03,Distributors,Email,P04,7/19/2018,7/29/2018,7/19/2018,17635.67,2363.83,2228.51,No
David Cisneros,2005,Male,molly74@example.com,C02,E03,Distributors,TV,P03,3/22/2022,4/5/2022,3/22/2022,30462.61,12829.63,0,No
Brent Poole,2004,Female,qkeller@example.com,C01,E06,Distributors,Email,P02,2/12/2020,2/17/2020,2/12/2020,29617.83,12144.18,0,No
Susan Chen,1987,Male,stoutamanda@example.org,C02,E03,Online,Social Media,P02,3/12/2022,4/2/2022,3/12/2022,27605.48,965.91,26641.77,No
Ashley Lewis,2005,Male,cgraham@example.org,C02,E08,Online,TV,P01,5/8/2019,5/17/2019,5/8/2019,21127.22,114.35,11663.75,No
Brian Weaver,2005,Female,kdillon@example.net,C01,E06,Online,Social Media,P01,6/24/2019,6/28/2019,6/24/2019,27199.84,8747.37,0,No
Christopher Terry,1998,Female,wheelerjulian@example.net,C01,E06,Distributors,Email,P05,10/17/2018,10/22/2018,10/17/2018,21758.16,2855.47,1751.96,No
Renee Mcfarland,1995,Male,amandaconley@example.net,C02,E08,In-store,KOL,P01,11/14/2021,12/5/2021,11/14/2021,18487.11,5931.65,16122.1,No
Mrs. Meagan Long,1991,Male,jessica10@example.com,C03,E02,Distributors,KOL,P01,11/17/2022,11/24/2022,11/17/2022,22645.53,2945.57,5415.97,No
Brittany Vargas,2002,Male,elizabethsmith@example.com,C02,E04,In-store,Email,P05,12/5/2022,12/18/2022,12/5/2022,17481.53,8926.13,0,Yes
Cheryl Potter,2004,Female,deckerann@example.net,C02,E05,Distributors,TV,P03,5/29/2021,6/5/2021,5/29/2021,33674,13371.86,0,No
Robert Garrison,1973,Female,vanessarose@example.net,C03,E05,Online,TV,P04,11/6/2023,11/7/2023,11/6/2023,23628.14,12089.5,0,No
Gabriel Petersen,2005,Male,cole90@example.com,C02,E08,Online,Social Media,P03,12/8/2021,12/22/2021,12/8/2021,29240.95,22650.67,0,Yes
Robert Stafford,1988,Female,elizabethyang@example.net,C03,E02,Online,TV,P01,3/11/2019,4/10/2019,3/11/2019,26768.98,2506.25,22146.05,No
Jeffrey Osborn,1997,Male,matthewhill@example.com,C02,E02,Online,KOL,P01,,6/26/2020,,22864.06,3160.44,17292.22,No
Carrie Wilson,1977,Male,rgonzalez@example.org,C03,E07,Online,Social Media,P01,11/9/2023,11/10/2023,11/9/2023,21785.74,,0,No
Derrick Jones,2004,Male,burnettcrystal@example.com,C03,E06,In-store,Social Media,P02,6/8/2023,6/21/2023,6/8/2023,29338.54,1467.45,6518.16,No
Erin Johnson,1999,Female,sergio91@example.com,C03,E01,Online,Email,P04,6/25/2018,7/9/2018,6/25/2018,20072.4,1576.61,8223.65,No
Briana Garner,1989,Female,ebrown@example.net,C01,E04,In-store,Social Media,P03,5/28/2023,6/10/2023,5/28/2023,34130.49,4452.75,29712.26,Yes
Crystal Willis,1999,Male,jonathanmosley@example.org,C02,E05,Distributors,KOL,P01,9/6/2018,9/8/2018,9/6/2018,22565.45,11207.02,0,No
Ashley King,1988,Male,ccole@example.com,C01,E02,Distributors,Email,P02,11/28/2021,12/17/2021,11/28/2021,24580.19,12051.97,0,Yes
Michael Castro,1981,Male,douglascook@example.org,C01,E03,Online,KOL,P03,11/25/2019,12/5/2019,11/25/2019,30522.63,44992.93,0,Yes
Alexander Vincent,2003,Female,gloriaadams@example.com,C01,E04,Online,KOL,P04,9/26/2021,10/18/2021,9/26/2021,24418.48,2117.15,21595.61,Yes
James Hodge,1979,Male,morganwilson@example.com,C01,E03,Distributors,Email,P05,2/7/2022,2/27/2022,2/7/2022,14592.44,7472.76,0,No
David Jimenez,2000,Male,mariamarshall@example.net,C03,E05,Distributors,Social Media,P02,7/15/2019,8/14/2019,7/15/2019,25813.78,255.42,6418.93,No
Nathaniel Cooley,1974,Female,gilbertjoshua@example.net,C01,E01,Online,Email,P02,5/24/2022,6/12/2022,5/24/2022,29171.98,1412.45,19266.46,No
Pamela Johnson,1982,Male,ryan48@example.com,C03,E03,In-store,KOL,P03,7/3/2020,7/28/2020,7/3/2020,31989.6,4934.64,29377.16,No
Keith Richardson,1998,Male,clarkdavid@example.com,C01,E02,Online,Social Media,P03,8/28/2021,9/9/2021,8/28/2021,30502.34,4700.79,28875.94,No
Nicole Wells,2004,Male,margaret47@example.net,C01,E04,Distributors,TV,P05,12/16/2019,1/2/2020,12/16/2019,14222.79,6017.57,0,Yes
Stephanie Gilmore,1979,Female,richard97@example.net,C01,E05,Online,Email,P02,12/21/2020,12/26/2020,12/21/2020,26994.34,5647,22257.17,Yes
Bradley Williams,1999,Female,dakota85@example.net,C01,E01,Distributors,Social Media,P02,12/27/2022,12/29/2022,12/27/2022,26912.78,398.85,15315.91,No
Emma Campbell,1997,Male,thomasjohnson@example.net,C01,E01,In-store,Social Media,P02,6/12/2020,6/21/2020,6/12/2020,26323.55,7135.81,8144.89,No
Samuel Villarreal,1988,Female,mroach@example.org,C03,E04,Online,TV,P03,11/24/2022,12/13/2022,11/24/2022,37131.12,1586.33,23706.01,Yes
Jennifer Franklin,2002,Male,hensonlori@example.org,C01,E05,Online,KOL,P02,5/18/2023,5/31/2023,5/18/2023,25720.22,683.73,26939.41,No
Ana Green,1976,Male,kimberlytorres@example.net,C03,E04,Distributors,TV,P01,3/29/2019,4/1/2019,3/29/2019,24841.82,4775.81,2177.97,Yes
Kelsey Hernandez,1984,Male,ssalazar@example.net,C03,E08,Distributors,KOL,P03,5/3/2018,5/19/2018,5/3/2018,30017.54,4507.67,19061.91,Yes
Megan Perez MD,1991,Male,jerryreyes@example.org,C02,E03,In-store,Social Media,P01,7/9/2018,7/19/2018,7/9/2018,21098.62,1501.53,4568.16,Yes
Michael Thompson,2000,Female,johnbarnes@example.net,C01,E01,Distributors,TV,P03,3/6/2022,3/25/2022,3/6/2022,33898.2,5392.9,16502.11,No
Emily Walker,2003,Male,victor55@example.net,C01,E05,In-store,Email,P01,2/19/2023,2/21/2023,2/19/2023,21181.86,4696.21,3405.23,No
Katherine Jones,1981,Female,jeffreymcintyre@example.com,C02,E04,In-store,KOL,P04,10/27/2018,10/28/2018,10/27/2018,24302.46,17676.25,0,No
Laurie Smith,1967,Male,butlerdaniel@example.net,C01,E04,In-store,Social Media,P04,1/19/2021,2/2/2021,1/19/2021,19566.58,2046.67,7473.42,Yes
Tina Carson,1992,Male,patricialucas@example.com,C01,E04,In-store,KOL,P02,10/20/2019,10/22/2019,10/20/2019,28085.12,5172.7,20175.65,No
Richard Booker,1968,Male,brandonhernandez@example.org,C01,E07,Distributors,TV,P01,10/8/2018,10/19/2018,10/8/2018,22853.21,4249.31,1768.11,No
Stephen Baker,2001,Male,barbarawilkerson@example.org,C01,E01,Online,Email,P04,7/16/2018,8/14/2018,7/16/2018,15860.14,2713.95,4773.86,No
Christopher Miller,1980,Male,jesseberry@example.net,C01,E01,In-store,KOL,P02,10/31/2020,11/20/2020,10/31/2020,24563.68,2858.22,20305.94,No
Lauren Welch,2002,Male,jferguson@example.com,C01,E01,Online,Social Media,P01,8/23/2019,9/12/2019,8/23/2019,20558.95,19528.05,0,Yes
Greg Nichols,1986,Female,tking@example.net,C01,E02,Online,TV,P02,11/30/2019,12/7/2019,11/30/2019,27489.76,23119.44,0,Yes
Shirley Anderson,1997,Female,nicole27@example.org,C01,E04,Online,TV,P01,9/9/2020,9/29/2020,9/9/2020,25194.41,796.89,10702.53,Yes
Jason Romero,2002,Male,sarah33@example.net,C01,E04,Online,Social Media,P01,5/15/2018,5/25/2018,5/15/2018,25255.23,14089.9,0,No
Sarah Johnson,1971,Male,dennis01@example.org,C01,E02,Online,KOL,P01,2/16/2022,3/10/2022,2/16/2022,23265.87,8809.16,0,No
Michael Lamb,1988,Male,jeff27@example.com,C02,E03,Online,KOL,P02,6/17/2020,6/28/2020,6/17/2020,25120.43,3513.08,19761.21,No
Joshua Scott,1997,Male,carla17@example.org,C03,E03,Online,Social Media,P02,4/26/2023,5/4/2023,4/26/2023,26577.5,1067.63,19528.7,No
Brandon Fischer,1982,Male,michaelrichard@example.com,C03,E03,Online,Social Media,P03,10/14/2023,10/23/2023,10/14/2023,30467.79,2712.71,27542.67,No
Laura Butler,1995,Male,justin43@example.net,C01,E06,Online,Social Media,P01,10/13/2019,10/23/2019,10/13/2019,22904.8,5939.15,16396.1,No
Carol Proctor,1998,Male,ybrown@example.org,C01,E03,Online,TV,P02,12/21/2019,1/6/2020,12/21/2019,24748.11,14698.2,0,Yes
Jesse Johnson,1973,Female,timothyhenderson@example.org,C02,E05,Online,Social Media,P01,5/17/2021,6/5/2021,5/17/2021,25457.45,3057.68,14892.21,No
Michael Oconnor,2003,Male,michelle24@example.net,C02,E01,Online,KOL,P03,1/6/2018,1/10/2018,1/6/2018,33004.25,3234.12,44421.16,No
Steven Taylor,1966,Male,travis54@example.net,C03,E03,Distributors,KOL,P04,3/14/2022,4/2/2022,3/14/2022,19001.09,3585.02,5146.33,No
Lori Moore,2004,Male,carl22@example.net,C01,E06,Online,TV,P02,6/12/2022,6/28/2022,6/12/2022,29321.31,3930.93,10416.34,No
Molly Cox,2005,Male,joshuascott@example.net,C02,E01,Online,KOL,P03,7/20/2018,8/12/2018,7/20/2018,29711.64,2420.09,48177.3,No
Larry Campbell,1994,Male,mullinsamanda@example.com,C01,E03,In-store,KOL,P04,9/17/2020,10/13/2020,9/17/2020,19044.39,16122.24,0,No
Lucas Black,1991,Male,emilyhayden@example.com,C01,E04,Online,Email,P04,11/20/2021,12/3/2021,11/20/2021,19617.09,1356.2,7537.68,No
Kyle Miles,1997,Male,bhernandez@example.org,C02,E01,Online,KOL,P04,8/9/2021,9/7/2021,8/9/2021,15691.32,433.88,11913.56,No
Sharon Fields,1971,Male,tonyabradley@example.net,C01,E05,Online,Social Media,P01,6/8/2019,6/9/2019,6/8/2019,22466.26,422.58,4310.53,No
Jane Kim,2004,Female,bryan63@example.com,C02,E01,Online,KOL,P01,4/1/2019,5/1/2019,4/1/2019,23735.21,2253.52,20240.42,No
Christine Collins,1985,Male,zguzman@example.com,C02,E07,Distributors,TV,P01,2/17/2018,3/16/2018,2/17/2018,23193.61,3355.95,1241.42,No
Ashley Keller,1994,Female,richard54@example.net,C01,E03,In-store,Social Media,P03,11/5/2020,11/7/2020,11/5/2020,35615.44,13894.17,0,No
Kristy Henry,1985,Female,alice18@example.net,C02,E02,Online,Social Media,P02,7/19/2020,7/26/2020,7/19/2020,30200.56,7174.1,26317.84,No
Lisa Pratt,1978,Female,hayessierra@example.com,C01,E01,Distributors,KOL,P02,2/27/2022,3/18/2022,2/27/2022,27842.34,4734.64,14373.63,No
Christine Wilson,1990,Male,christine50@example.org,C02,E03,Online,KOL,P01,5/11/2020,5/18/2020,5/11/2020,21509.26,1717.24,12089.36,Yes
Dustin Pennington,1992,Male,cboone@example.com,C01,E04,Distributors,Social Media,P02,8/29/2021,8/30/2021,8/29/2021,26314.94,7251.83,0,Yes
Shaun Nelson,1998,Female,maria73@example.org,C01,E01,Online,Social Media,P01,2/13/2019,2/24/2019,2/13/2019,24858.2,24082.98,0,No
Danny Miller,2002,Female,shannon80@example.org,C03,E02,Online,TV,P03,6/6/2018,6/14/2018,6/6/2018,36930.88,3147.95,15766.01,No
Anthony Hess,2000,Female,markcombs@example.net,C03,E06,Online,KOL,P01,4/29/2018,5/7/2018,4/29/2018,28318.67,926.3,39745.44,No
Danielle Kaufman,2004,Male,greenetara@example.com,C01,E04,Distributors,KOL,P03,10/4/2021,10/6/2021,10/4/2021,32111.32,4707.06,19946.85,No
Kyle Kelley,1989,Male,sshepard@example.org,C01,E01,Online,KOL,P02,2/15/2018,2/20/2018,2/15/2018,25611.23,4885.38,25245.55,No
Ann Jackson,2003,Female,schwartztanya@example.com,C01,E01,Distributors,Social Media,P01,10/6/2018,10/13/2018,10/6/2018,22854.92,1025.93,10963.67,No
George Bell,2000,Male,qpeters@example.net,C03,E07,Online,Social Media,P01,3/27/2019,3/31/2019,3/27/2019,24249.91,14477.68,0,No
Kenneth Jones,2002,Female,cindystafford@example.com,C03,E02,Online,Social Media,P05,11/10/2020,11/22/2020,11/10/2020,22246.2,624.51,22517.52,No
Catherine Richardson,1981,Male,xwilliams@example.org,C03,E01,Distributors,Social Media,P04,6/30/2023,7/10/2023,6/30/2023,17504.17,1880.67,3223.36,No
Mary Mclaughlin,1998,Female,qrivera@example.net,C03,E08,In-store,Social Media,P04,8/21/2018,8/30/2018,8/21/2018,18954.77,4377.2,5725.19,Yes
Joseph Snow,1997,Male,mmorgan@example.org,C01,E02,Distributors,KOL,P03,5/10/2021,5/24/2021,5/10/2021,30996.82,198.14,26414.98,Yes
Michelle Griffin,1990,Male,stevenjohnson@example.com,C03,E01,Online,KOL,P02,10/25/2019,11/5/2019,10/25/2019,25795.72,36690.71,0,No
James Terry,1999,Male,erikawatson@example.com,C01,E03,Distributors,KOL,P05,7/1/2022,7/6/2022,7/1/2022,14744.4,5851.93,0,Yes
Amber Stevens,1991,Male,randerson@example.net,C01,E03,Distributors,TV,P05,2/6/2018,3/3/2018,2/6/2018,17342.99,2932.89,1316.5,No
Tyler Brown,1967,Female,theresa46@example.org,C03,E07,Online,KOL,P01,6/16/2020,6/26/2020,6/16/2020,27786.42,31604.03,0,No
David Johnson,1992,Female,eugene66@example.com,C01,E01,Distributors,Social Media,P01,4/24/2023,5/2/2023,4/24/2023,25180.27,3865.28,6696.66,No
John Kramer,1983,Female,spencercatherine@example.net,C02,E01,Online,TV,P02,8/4/2023,8/9/2023,8/4/2023,27488.2,5002.2,22687.71,Yes
Matthew Lopez,1981,Female,erica97@example.org,C01,E01,Online,KOL,P03,11/16/2021,11/17/2021,11/16/2021,31765.01,1820.01,39729.02,No
Julie Gonzalez,1997,Male,,C02,E07,Distributors,KOL,P02,10/22/2018,10/26/2018,10/22/2018,25775.14,713.46,13921.63,No
Rachel Barrett,1975,Male,millerlisa@example.com,C03,E03,Distributors,KOL,P01,7/28/2021,8/9/2021,7/28/2021,22393.32,13702.44,0,No
Ruth Hart,1990,Male,tballard@example.org,C01,E01,Online,Social Media,P02,2/1/2018,2/21/2018,2/1/2018,27615.77,2712.06,18155.58,No
Dave Becker,1982,Female,laurensmith@example.org,C01,E04,Distributors,KOL,P01,3/16/2018,3/23/2018,3/16/2018,22467.98,3859.18,13110.58,Yes
Jasmine Jimenez,1997,Male,prattemily@example.com,C01,E03,Online,Social Media,P04,2/1/2023,2/11/2023,2/1/2023,16419.27,481.78,7469.51,No
Glenn Castro,1998,Male,mccannjennifer@example.org,C02,E01,Distributors,Email,P02,9/17/2020,9/26/2020,9/17/2020,26976.7,5402.89,4515.52,No
Gina Gregory,1997,Male,tammyhunt@example.net,C01,E04,Distributors,KOL,P02,5/5/2023,5/11/2023,5/5/2023,29305.67,20912.02,0,Yes
Michelle Jones,1976,Male,casesheila@example.org,C01,E02,Distributors,KOL,P01,1/9/2023,1/30/2023,1/9/2023,23549.69,2691.21,10250.82,Yes
Donna Brooks,1998,Male,brianyoung@example.org,C01,E02,In-store,TV,P02,5/5/2020,6/1/2020,5/5/2020,29622.17,9328.47,0,No
Samuel Buchanan,1995,Female,christopherking@example.org,C01,E03,Online,KOL,P03,6/4/2018,6/15/2018,6/4/2018,33803.33,73923.61,0,No
Bethany King,2003,Male,cantrelldebbie@example.org,C03,E02,Online,KOL,P03,3/27/2022,4/18/2022,3/27/2022,34272.74,22559.93,0,No
Michael Brown,2003,Female,kingamanda@example.com,C01,E02,In-store,KOL,P03,11/13/2023,12/12/2023,11/13/2023,32574.04,1982,14179.1,Yes
Angel Johnston,1970,Male,mcoleman@example.org,C02,E06,Distributors,Email,P01,6/8/2023,6/20/2023,6/8/2023,26995.32,5352.74,4065.83,No
Jeffrey Harris,1985,Female,charlesguerrero@example.net,C03,E01,Distributors,KOL,P02,3/24/2018,4/3/2018,3/24/2018,30527.39,3409.01,21820.9,No
Tiffany Wilson,1999,Male,christiancase@example.org,C02,E02,Online,TV,P02,9/11/2019,9/19/2019,9/11/2019,25203.8,71.97,13958.8,Yes
Brandy Patton,2005,Male,kristin48@example.com,C03,E02,In-store,Social Media,P01,9/11/2020,9/28/2020,9/11/2020,23985.06,554.85,5496.91,Yes
Alexandra Smith,2002,Male,martinezariel@example.org,C03,E02,In-store,KOL,P02,11/27/2020,11/29/2020,11/27/2020,26647.12,35833.09,0,No
Bryan Walter,1965,Male,peterturner@example.net,C02,E02,Online,TV,P01,6/9/2021,6/19/2021,6/9/2021,23002.53,5056.14,8057.09,Yes
Kelsey Thompson,2002,Male,kevin57@example.com,C02,E05,In-store,Social Media,P02,6/25/2022,7/13/2022,6/25/2022,28502.87,3327.19,13623.61,No
James Martinez,1977,Male,luishouse@example.net,C03,E02,Online,KOL,P02,8/6/2019,8/17/2019,8/6/2019,27544.5,557.57,25942.5,Yes
Timothy Torres,1988,Male,allisonmatthew@example.net,C03,E01,In-store,Social Media,P02,3/20/2021,4/2/2021,3/20/2021,27952.99,14691.78,0,No
Austin Tran,2005,Male,matthewbarnes@example.com,C02,E04,Online,TV,P01,8/3/2023,8/23/2023,8/3/2023,22749.15,14646.55,0,Yes
Lauren Bell,1968,Male,clarkelizabeth@example.net,C01,E01,Distributors,Social Media,P01,11/15/2020,11/18/2020,11/15/2020,22725.93,5084.3,5689.3,Yes
Lauren Ho,1980,Male,fergusonvictoria@example.com,C01,E02,Online,KOL,P04,3/18/2022,3/24/2022,3/18/2022,18016.29,3312.03,12505.68,No
Maria Davis,1987,Male,turnermarie@example.net,C01,E07,In-store,Social Media,P03,8/14/2021,8/25/2021,8/14/2021,28793.37,2011.27,15579.13,Yes
Nicole Morgan,1973,Female,oliviabooth@example.org,C01,E02,Online,KOL,P01,6/18/2021,7/5/2021,6/18/2021,27166.46,1112.99,12180.34,Yes
Lucas Garcia,1973,Male,sandra81@example.net,C01,E04,In-store,KOL,P03,1/2/2021,1/13/2021,1/2/2021,31475.97,796.74,20500.59,Yes
William Mccoy,1992,Female,dianabartlett@example.org,C02,E03,Online,TV,P05,7/10/2018,7/29/2018,7/10/2018,20411.5,14703.48,0,No
Thomas Larsen,1985,Male,hortonmichael@example.net,C01,E01,Distributors,TV,P04,12/28/2018,12/29/2018,12/28/2018,17177.74,4933.21,1634.33,No
Seth Smith,1999,Male,lboone@example.net,C03,E04,Online,Social Media,P01,7/19/2019,7/20/2019,7/19/2019,22604.18,3023.88,17327.58,Yes
Gerald Hughes,2004,Female,qbryant@example.net,C03,E06,In-store,Social Media,P01,7/11/2020,8/4/2020,7/11/2020,28026.28,11514.98,0,No
Bianca Parrish,1987,Male,cfarmer@example.net,C02,E01,Online,TV,P01,10/22/2021,11/13/2021,10/22/2021,20813.09,1358.79,5342.96,No
David Kline,2003,Male,staylor@example.org,C01,E05,Distributors,Social Media,P02,8/17/2023,8/27/2023,8/17/2023,23992.53,363.93,1373.71,No
Dalton Scott,1977,Male,zmiller@example.org,C02,E05,Distributors,KOL,P02,12/25/2018,12/27/2018,12/25/2018,24915.84,2655.1,17638.04,No
Amy Vazquez,1987,Male,katherinesanders@example.net,C03,E06,Online,,P04,6/14/2019,7/10/2019,6/14/2019,24452.76,498.92,12861.69,No
James Gomez,1966,Male,amandaadams@example.com,C01,E01,Distributors,Email,P04,3/5/2020,3/19/2020,3/5/2020,16831.44,4327.3,0,No
Stephen Hays,2005,Male,chansen@example.com,C02,E02,Online,KOL,P01,2/20/2022,3/14/2022,2/20/2022,22859.11,1063.96,21111.3,No
Eddie Johnson,1991,Male,,C01,E05,Distributors,TV,P05,4/10/2019,4/18/2019,4/10/2019,18003.94,1833.65,1058.01,No
Troy Kirby,1985,Male,smithrachel@example.net,C02,E01,In-store,TV,P01,10/5/2021,10/14/2021,10/5/2021,20135.07,4469.2,4140.64,No
Kenneth Moore,1984,Male,phinton@example.org,C01,E05,Distributors,KOL,P02,11/30/2018,12/6/2018,11/30/2018,24088.3,6618,19708.8,No
Stephanie Gonzalez,2000,Male,glendamorrison@example.com,C01,E06,In-store,KOL,P03,3/11/2023,4/4/2023,3/11/2023,31478.53,4827.37,32316.63,No
Julie Shelton,1997,Male,madison43@example.net,C02,E03,Online,KOL,P01,7/1/2020,7/11/2020,7/1/2020,20764.27,28317.8,0,No
Linda Shields,1982,Male,justin63@example.com,C01,E03,Online,Email,P03,4/19/2023,5/16/2023,4/19/2023,29911.11,468.31,10024.9,No
Tiffany Richmond,1980,Male,ctaylor@example.net,C01,E02,Distributors,Email,P01,6/1/2019,6/20/2019,6/1/2019,22239.93,7398.35,3079.44,Yes
Kimberly Cortez,1968,Male,hmendez@example.net,C02,E01,Online,Social Media,P05,11/3/2021,11/6/2021,11/3/2021,17663.09,2235.84,4689.16,No
Mason Perry,1978,Female,umartinez@example.org,C02,E01,Online,KOL,P01,6/13/2020,7/10/2020,6/13/2020,24521.12,38502.04,0,No
Debbie Sexton,1984,Male,tina52@example.net,C01,E08,Distributors,KOL,P02,8/5/2019,8/11/2019,8/5/2019,22880.13,1662.36,3688.24,No
Kaitlyn Wong,2004,Male,williamscody@example.com,C03,E06,Online,Social Media,P01,3/11/2022,3/14/2022,3/11/2022,24289.47,20802.47,0,No
Denise Odonnell,2002,Male,flee@example.net,C03,E02,Online,Social Media,P03,10/7/2020,10/15/2020,10/7/2020,33961.26,39559.69,0,No
Sheila Koch,1986,Female,williamsluke@example.net,C01,E08,Online,TV,P02,5/2/2020,5/6/2020,5/2/2020,28096.89,1966.85,14070.25,Yes
Amanda Robertson,1989,Female,bradley74@example.net,C01,E02,Online,KOL,P01,9/30/2021,10/17/2021,9/30/2021,23197.01,552.19,33278.6,No
Jennifer Bishop,2003,Male,ronniehernandez@example.com,C01,E02,Distributors,KOL,P04,3/5/2023,3/26/2023,3/5/2023,16627.74,9856.15,0,No
Jonathan Green,1987,Female,keith69@example.net,C01,E01,Distributors,Social Media,P03,1/14/2023,1/22/2023,1/14/2023,35153.58,15508.86,0,No
Michael Barrett,2000,Female,tbrown@example.com,C01,E07,In-store,Email,P02,8/8/2023,8/19/2023,8/8/2023,28439.11,8410.8,0,No
Lee Jackson,2003,Female,chambersmarie@example.org,C02,E08,Distributors,KOL,P01,11/5/2018,11/11/2018,11/5/2018,21132,9216.56,0,Yes
Tiffany Murphy DDS,1968,Male,nguyenkimberly@example.org,C02,E02,Distributors,KOL,P04,1/16/2023,2/5/2023,1/16/2023,16854.11,3211.73,7214.09,No
David Hamilton,2005,Female,pholloway@example.net,C02,E05,Online,TV,P02,10/15/2021,10/24/2021,10/15/2021,28984.46,17178.93,0,No
Sandra Bradley,1997,Male,brianspencer@example.com,C02,E02,Online,KOL,P02,10/27/2019,11/4/2019,10/27/2019,26686.69,28023.01,0,No
Nicholas Bishop,2000,Male,wheelerandrea@example.com,C01,E01,Distributors,Email,P01,5/2/2021,5/17/2021,5/2/2021,24120.09,7831.13,0,No
Jessica Cook,1973,Male,mmueller@example.com,C01,E03,Online,TV,P04,4/28/2022,5/6/2022,4/28/2022,15555.56,2693.88,6704.47,No
John Norris,1994,Male,becky46@example.org,C02,E04,In-store,Social Media,P02,10/26/2020,11/8/2020,10/26/2020,26449.42,11419.98,0,No
Dustin Schneider DVM,1995,Female,joel05@example.net,,E01,Online,KOL,P03,10/5/2020,10/21/2020,10/5/2020,33833.72,25998.01,0,No
Daniel Anderson,1993,Female,scottwhite@example.org,C02,E06,Online,KOL,P02,5/18/2023,6/3/2023,5/18/2023,32210.64,3824.21,37179.56,No
Brooke Gentry,1975,Male,umartin@example.org,C01,E03,Distributors,TV,P01,11/9/2019,11/23/2019,11/9/2019,21022.08,272.88,5364.69,Yes
Anna Becker,1968,Female,blyons@example.net,C01,E02,In-store,Email,P02,1/2/2021,1/9/2021,1/2/2021,28431.65,3526.71,13630.8,Yes
Ashley Barker,1980,Female,kingsharon@example.net,C02,E04,Distributors,KOL,P01,12/3/2018,12/23/2018,12/3/2018,23541.77,21030.94,0,Yes
Ashley Arroyo,1978,Female,jacobhansen@example.net,,E06,Online,Social Media,P01,8/26/2019,9/4/2019,8/26/2019,26012.77,3233.59,18568.08,Yes
Thomas Garcia,2002,Male,laura77@example.net,C01,E02,Online,KOL,P05,2/15/2019,2/28/2019,2/15/2019,17737.48,738.7,10372.68,No
Kayla Price,2003,Male,sjohnson@example.org,C02,E05,Online,TV,P01,12/19/2022,12/28/2022,12/19/2022,20774.36,12013.68,0,No
Mary Shepherd,1998,Female,roy35@example.net,C03,E03,Online,Social Media,P02,10/7/2023,10/8/2023,10/7/2023,32690.71,17138.04,0,No
Wendy Knox,2001,Male,bcrane@example.com,C01,E08,Distributors,TV,P04,10/10/2021,,10/10/2021,14771.22,2234.3,5178.48,No
Bradley Perry,2002,Male,vbrown@example.com,C01,E05,Distributors,Email,P02,10/8/2023,10/24/2023,10/8/2023,24396.09,1148.2,6818.32,No
Elizabeth Hall,2001,Male,jonesmallory@example.org,C01,E02,Distributors,Social Media,P01,9/2/2022,9/3/2022,9/2/2022,20477.75,2547.57,7116.04,Yes
